0,10,25,50,75,90,100
13726.2540105,13726.2540105,13726.2540105,13726.2540105,13774.7108836,13791.9392653,13800.155961
147.168085154,147.238435474,147.240112969,147.581574405,147.581574405,147.581574405,147.581574405
5.18806761737,5.18806761737,5.18806761737,5.18806761737,5.29785953544,5.30074849457,5.32386084114
-16.1560429728,-16.1560429728,-16.1535541519,-16.1534895539,-16.1534895539,-16.1534895539,-16.152130019
-31.3631493945,-31.3495997799,-31.3381556765,-31.2745184307,-31.2745184307,-31.2745184307,-31.2745184307
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
