date,MCALDT,TMNOMPRC_1,TMNOMPRC_2,TMNOMPRC_3,TMNOMPRC_4,TMNOMPRC_5,TMYTM_1,TMYTM_2,TMYTM_3,TMYTM_4,TMYTM_5
1955-01-31,01/31/1955,98.715325352,96.52231878,94.515661473,91.90600898,89.882187254,1.2929979543,1.7673750277,1.878439118,2.1100943174,2.1345776693
1955-02-28,02/28/1955,98.354631984,96.266825189,93.961443216,91.093470852,88.933405121,1.6545216352,1.899718698,2.0742946316,2.3321013602,2.3430792909
1955-03-31,03/31/1955,98.457838822,96.026015796,93.651669331,91.268161514,88.952261185,1.5584459548,2.0303329445,2.1842697233,2.2826411746,2.3388438912
1955-04-29,04/29/1955,98.374324914,95.866967566,93.370563761,91.289722774,88.947417346,1.6301020958,2.1046693358,2.2822998617,2.2751825726,2.3399318159
1955-05-31,05/31/1955,98.199766164,95.979699444,93.268050626,91.162839731,88.723197592,1.8116717429,2.0488673886,2.3252091803,2.3146562781,2.3903564558
1955-06-30,06/30/1955,98.177691326,95.772056344,92.976127637,90.671975377,88.181018198,1.8391172343,2.1658956062,2.4253657477,2.4463709117,2.5128153953
1955-07-29,07/29/1955,97.999166571,95.460228719,92.722588238,90.386330659,87.474308007,2.0046446153,2.3135163592,2.511720982,2.5217468231,2.6735712074
1955-08-31,08/31/1955,97.876410103,95.047827757,92.378942046,89.979350575,87.087274043,2.1405978575,2.5394985499,2.6447863337,2.6379427505,2.762161356
1955-09-30,09/30/1955,98.026770548,95.336837503,92.807788399,90.197855152,87.548389917,1.9984328229,2.3844290399,2.4857174726,2.5773482012,2.6566589286
1955-10-31,10/31/1955,97.945968957,95.487493745,92.938262511,90.470353093,88.0783099,2.0697491553,2.3055867997,2.4389313392,2.5036994772,2.5360983334
1955-11-30,11/30/1955,97.453551894,95.19042407,92.080641033,90.156182289,87.258847836,2.5723836659,2.4645418378,2.7526957655,2.588893366,2.7228404867
1955-12-30,12/30/1955,97.367626233,94.870986695,91.915153396,89.997716002,86.921582895,2.6531034552,2.6254197375,2.8050193407,2.6310431821,2.8002076528
1956-01-31,01/31/1956,97.651021131,95.174055584,92.549870561,90.202919196,87.662831054,2.370512667,2.4697571135,2.5807515954,2.5794767962,2.6305610853
1956-02-29,02/29/1956,97.520028249,95.220438699,92.422973358,90.063767162,87.405423908,2.5112411142,2.4487787507,2.628887668,2.6145153582,2.6907824483
1956-03-29,03/29/1956,97.51251242,94.716124227,92.188385519,89.660495752,86.188225688,2.5189483704,2.7068806465,2.7062581835,2.7229029513,2.9694779653
1956-04-30,04/30/1956,97.101465075,93.892497165,91.23557904,88.968912143,85.887338367,2.941372249,3.1509852683,3.0575082221,2.922079476,3.0443434328
1956-05-31,05/31/1956,97.209562914,94.390208387,91.835666421,89.141028089,86.444054538,2.830109547,2.8945726105,2.8441762184,2.8717952097,2.9118593597
1956-06-29,06/29/1956,97.496266165,94.510933367,91.989889149,89.296426613,86.736325509,2.549580683,2.818871599,2.7805113506,2.8263461619,2.8428327557
1956-07-31,07/31/1956,97.320379335,93.977722338,91.620531508,88.46623166,85.51114137,2.7161770272,3.1056214103,2.9171599643,3.0658317941,3.1287557149
1956-08-31,08/31/1956,96.932061958,93.840580759,90.763488393,87.336683254,84.198863115,3.1245450417,3.1873723103,3.2304364782,3.3826735209,3.4378914537
1956-09-28,09/28/1956,96.852159703,93.739204648,90.495288491,87.114339772,83.926549704,3.1810194427,3.2238515143,3.3230104815,3.4416451336,3.500727117
1956-10-31,10/31/1956,96.9671007,93.775683799,90.764273165,87.437015399,84.094783534,3.0798433057,3.2132299066,3.2331006476,3.3539897183,3.4626155226
1956-11-30,11/30/1956,96.639650699,93.266227613,89.853926206,86.986894976,83.434180688,3.4274971815,3.4951819932,3.566162652,3.4829322872,3.6202585842
1956-12-31,12/31/1956,96.614383026,93.099653314,89.926288035,86.839555055,83.267796043,3.4442563244,3.5749862759,3.539329208,3.5276991181,3.6641739782
1957-01-31,01/31/1957,97.07061886,93.621072204,90.799446945,87.867838393,84.740212854,2.9731442881,3.3002557683,3.2231200424,3.2311953464,3.3097848916
1957-02-28,02/28/1957,96.816760839,93.491003917,90.402223396,87.376563,84.433485678,3.2350057535,3.3698647062,3.3603088211,3.3712684177,3.3822688598
1957-03-29,03/29/1957,96.659756492,93.737125672,90.620353115,87.309477772,84.361619555,3.3787899564,3.2249574118,3.2740749131,3.3881378123,3.3974294103
1957-04-30,04/30/1957,96.583179264,93.732661089,90.106504132,86.911461951,83.779598486,3.4765587632,3.2361743312,3.4725946385,3.5094104957,3.5376746934
1957-05-31,05/31/1957,96.585919808,93.460228873,89.747469003,86.446136533,83.072134927,3.4928601746,3.3910005545,3.6023889444,3.6387244315,3.7071857486
1957-06-27,06/27/1957,96.454156804,93.188658988,89.422483141,85.706019606,82.067584944,3.5808036445,3.5127718289,3.7130380565,3.8456421438,3.9460548186
1957-07-31,07/31/1957,96.188245665,92.943558923,89.243914058,85.469557901,81.689159814,3.8863022221,3.6588885186,3.7966990713,3.9225614374,4.0427621726
1957-08-30,08/30/1957,96.194286411,92.937128017,89.25401031,85.730252316,82.916021122,3.8906818644,3.6573381721,3.7825523137,3.8438449739,3.7427360231
1957-09-30,09/30/1957,96.043162575,92.533474739,88.995762994,85.471582346,81.540270848,4.037248541,3.8799858933,3.8825019669,3.9246558879,4.083700914
1957-10-31,10/31/1957,96.254362577,92.372300047,88.675660564,84.911459128,82.480013012,3.8175888369,3.9725936722,4.002502778,4.086229548,3.850173962
1957-11-29,11/29/1957,96.623665268,94.109757406,91.146950737,87.620737583,84.143966204,3.4440852731,3.0312702284,3.0842712407,3.2992925721,3.4490396182
1957-12-31,12/31/1957,97.349993801,95.035896687,92.230020551,89.295632392,86.819098665,2.6857517852,2.5457752947,2.6961502775,2.8323803521,2.8253229433
1958-01-31,01/31/1958,97.96960425,95.634533995,92.931224796,89.587882878,86.789820612,2.0569271218,2.2379412904,2.4414532858,2.7468714154,2.8320649975
1958-02-28,02/28/1958,98.2856342,96.255847485,93.691857387,90.490530292,87.757175765,1.7339819061,1.9054129296,2.1699817495,2.4964146437,2.6105005423
1958-03-31,03/31/1958,98.514839147,96.192379385,93.66128215,90.901829889,88.090443088,1.4962997921,1.9383471268,2.1828431622,2.3847513554,2.5375131138
1958-04-30,04/30/1958,98.732786728,96.739582593,94.22365054,91.581006016,88.511923583,1.2753109012,1.6573766668,1.985111763,2.1971524936,2.439321573
1958-05-29,05/29/1958,98.886787955,97.072647769,94.346718023,92.182032853,88.812081229,1.1194546226,1.4794471915,1.9344900113,2.0309504654,2.3690556011
1958-06-30,06/30/1958,98.906062345,96.717746564,93.613218501,90.521121871,87.986188136,1.0999651511,1.6663812158,2.1979458053,2.4896742917,2.5612100958
1958-07-31,07/31/1958,98.399910073,96.315881593,92.92802353,89.507178856,86.835468546,1.6130295824,1.8794226944,2.4426005143,2.7693870533,2.8215543316
1958-08-29,08/29/1958,97.24960495,93.519503517,90.282297577,86.404612275,83.405872299,2.7737280562,3.3362981251,3.3983156869,3.6457369882,3.6250566623
1958-09-30,09/30/1958,97.063832173,93.425253127,90.104585321,86.339251561,83.068404082,2.9801360274,3.3957733256,3.473304477,3.6746636956,3.7080834951
1958-10-31,10/31/1958,97.020301786,93.673732386,89.5942675,86.54726831,83.361824422,3.033303818,3.2631486149,3.6592865625,3.6095144827,3.63760112
1958-11-28,11/28/1958,96.812066861,93.784314357,89.861770714,86.511469256,84.308325431,3.2221982947,3.1954962915,3.5535168896,3.6149018353,3.4100542523
1958-12-31,12/31/1958,97.089528905,93.949572568,89.686956151,86.134178765,82.839451959,2.9536654769,3.1206004856,3.6314777373,3.7290431303,3.7632531251
1959-01-30,01/30/1959,96.946905825,93.453324154,89.126448317,85.365899982,82.149830232,3.1091904651,3.3761544028,3.8301395325,3.9501753764,3.9282032491
1959-02-27,02/27/1959,96.596842201,93.397735133,89.662407871,85.953920626,82.863040034,3.4435447292,3.4058235637,3.6306550571,3.7787945801,3.7555055709
1959-03-31,03/31/1959,96.50810609,92.863090347,89.166321856,85.74424874,82.213413853,3.5446068545,3.7021962156,3.8222259593,3.8476648953,3.9127462606
1959-04-30,04/30/1959,96.281242715,92.497884809,88.865462937,84.950307754,81.507870902,3.789666585,3.904569155,3.9312970119,4.0748020096,4.0849352236
1959-05-29,05/29/1959,96.199380578,92.338962073,88.33798777,84.575029877,80.924542978,3.843139227,3.9688900214,4.1220386597,4.1796895584,4.2307423223
1959-06-30,06/30/1959,95.988395233,91.774006823,87.960681488,83.823237204,80.101791787,4.0831019961,4.2861824562,4.2760092152,4.4145219597,4.4325815958
1959-07-31,07/31/1959,95.776683504,92.108185843,88.11040322,83.81198023,79.607460629,4.3269466253,4.1046954778,4.21546962,4.4118339591,4.5562542281
1959-08-31,08/31/1959,95.60344971,91.446579431,87.276449153,82.977748838,79.047354141,4.4838437762,4.4646448388,4.5321788305,4.6649425104,4.697314092
1959-09-30,09/30/1959,95.310346164,90.927438307,86.761081026,82.672345724,79.086531618,4.7900583706,4.7554189398,4.7380614814,4.7538698465,4.6874149891
1959-10-30,10/30/1959,95.885396058,91.886401386,87.359824193,83.40581091,80.867373832,4.1787525901,4.2192973509,4.4962771558,4.5300994939,4.2425452676
1959-11-30,11/30/1959,95.287124616,90.898627138,86.632928534,82.348050864,79.482169843,4.814358905,4.7647373717,4.7786429888,4.8553849643,4.5877216859
1959-12-31,12/31/1959,95.255763047,90.640156925,86.090888666,82.255508296,78.600583115,4.8604669381,4.9203821438,4.9876653518,4.8801532501,4.8105494819
1960-01-29,01/29/1960,95.436575222,91.106689651,86.835642204,82.951631203,79.214532169,4.6327518206,4.6378878873,4.6922453065,4.6632306469,4.6551068154
1960-02-29,02/29/1960,95.544471527,91.555076914,86.960484378,83.126629016,79.514508156,4.5578376456,4.4114730656,4.6572125744,4.6201272503,4.5871271856
1960-03-31,03/31/1960,96.451743957,92.767883109,89.16445426,85.244878714,81.687015281,3.622661795,3.7586334742,3.8299193338,3.9883219969,4.0432869389
1960-04-29,04/29/1960,95.948993705,92.211738019,88.168012022,83.932926983,80.966769154,4.1467061511,4.0485916517,4.1937024463,4.3728147153,4.2180049514
1960-05-31,05/31/1960,96.048534895,91.997412083,88.318145043,84.235671361,80.275983003,4.0316550451,4.1704869435,4.1408203356,4.2946757161,4.3988147202
1960-06-30,06/30/1960,96.880790381,92.877724276,89.371814799,85.37550036,81.951808547,3.1688928423,3.699385181,3.7523477686,3.9500697466,3.9785960619
1960-07-29,07/29/1960,97.188374096,93.976620729,91.082500389,86.934494562,84.256964251,2.8363672311,3.0977206811,3.1078067147,3.4932043663,3.4222287532
1960-08-31,08/31/1960,97.143590236,94.243898293,90.650550807,86.848077829,83.891536506,2.8979990359,2.9642050675,3.274929761,3.522832821,3.510985131
1960-09-30,09/30/1960,97.200767088,94.738880693,90.476668978,86.576959913,83.969245034,2.8469582821,2.7097091343,3.3359390949,3.6009451214,3.4924778957
1960-10-31,10/31/1960,97.212355191,94.057773338,90.272987,86.462295553,83.715093598,2.8272371583,3.0630491269,3.4110640217,3.636543916,3.5569668631
1960-11-30,11/30/1960,97.033784387,93.820656693,90.005507452,85.745371385,83.18796907,3.0110975479,3.1892566808,3.513185704,3.842070517,3.6793328315
1960-12-30,12/30/1960,97.406542111,94.583455486,91.084650953,87.45326463,84.20928056,2.6349000345,2.7805717247,3.1098561287,3.3470563465,3.433538198
1961-01-31,01/31/1961,97.255265101,93.924826869,90.396885795,86.615041857,83.386938024,2.7831065101,3.1337718908,3.365345712,3.5948797349,3.6315801222
1961-02-28,02/28/1961,97.069368996,93.983883893,90.54524875,87.072469291,83.987057813,2.9744318791,3.1023433181,3.3106825667,3.4631080161,3.4882379778
1961-03-30,03/30/1961,97.145141038,94.353639234,90.974184106,87.703675789,84.172556401,2.896402646,2.9100034676,3.1473983465,3.2756721441,3.4422526672
1961-04-28,04/28/1961,97.15357689,94.061700974,90.791622563,88.249334657,84.578152968,2.8719823678,3.0525980742,3.2113074478,3.1186924729,3.3462167233
1961-05-31,05/31/1961,97.113319665,93.78091794,90.264667523,87.83120744,83.778695091,2.9291645382,3.2104392073,3.4203833298,3.2482824665,3.5378902363
1961-06-30,06/30/1961,97.054583747,93.710153444,89.988926651,86.484609996,83.40292169,2.9978781686,3.2571057926,3.512910686,3.6276080938,3.6277489751
1961-07-31,07/31/1961,97.151309053,93.885759735,89.678506933,86.483765605,83.378129709,2.8900535701,3.1545732393,3.6279887883,3.6303367633,3.6376760798
1961-08-31,08/31/1961,96.998401583,93.709532099,89.677998804,85.879402266,83.260783816,3.0475686149,3.252969717,3.6281774871,3.8030495852,3.661843996
1961-09-29,09/29/1961,97.074352546,93.980739848,89.698789214,86.436755204,83.569105971,2.9774555463,3.0997697465,3.6171571488,3.638944984,3.5859957124
1961-10-31,10/31/1961,97.105410051,93.864437349,90.024555851,86.913670973,83.177954281,2.9373095963,3.1659300244,3.5029237737,3.5087746452,3.6817394072
1961-11-30,11/30/1961,97.073836346,93.611713531,89.704297747,86.836298085,82.768160382,2.9698297603,3.305261041,3.6184125141,3.5262216353,3.7804630918
1961-12-29,12/29/1961,96.921848482,93.437709902,89.452649916,86.124441746,82.476425978,3.1094835258,3.3844863117,3.7052071203,3.7267657356,3.848935541
1962-01-31,01/31/1962,96.761279722,93.244850122,89.230524123,85.630973557,82.050695776,3.2923274596,3.4970677779,3.8017052686,3.8754238795,3.9544908002
1962-02-28,02/28/1962,96.913873577,93.713530289,90.117112863,86.612054118,83.080428336,3.1347503171,3.2463803536,3.4718407445,3.5908202917,3.7051902652
1962-03-30,03/30/1962,97.162356937,93.887447206,90.497956035,86.88073712,83.592956916,2.8865909804,3.1450580403,3.3220297154,3.5110365082,3.5802946974
1962-04-30,04/30/1962,97.038582215,93.651188362,90.389067086,86.671669919,83.512626026,3.0061531776,3.2751668685,3.3651557754,3.5760778869,3.6054226263
1962-05-31,05/31/1962,97.099801742,93.88013538,90.533542106,86.85636108,83.612815136,2.9430852484,3.1662434275,3.3210583134,3.5204501583,3.5775073378
1962-06-29,06/29/1962,96.9836301,93.450854726,90.067521875,86.536169949,83.29302812,3.0712127761,3.3774720195,3.4806610806,3.6102472099,3.6521043912
1962-07-31,07/31/1962,96.745978537,93.351110517,89.910336454,86.44162027,83.007503215,3.3081420451,3.4354149519,3.5452425682,3.6450195315,3.7227436626
1962-08-31,08/31/1962,97.019518793,93.859165244,90.442837458,87.041463969,83.778526913,3.0341130788,3.1644036741,3.3453505257,3.4672648276,3.5379303627
1962-09-28,09/28/1962,97.064907836,94.010496308,90.49455,87.036791404,83.242315331,2.9627933423,3.0755481673,3.3202553242,3.463864155,3.6642717244
1962-10-31,10/31/1962,97.120257828,94.007110416,90.547247258,87.264554567,83.454152421,2.922020394,3.0899881928,3.3129721598,3.4033146469,3.6154743565
1962-11-30,11/30/1962,97.128364365,93.796115111,90.370737662,87.178765083,83.791983136,2.9216785644,3.1979566247,3.3719097478,3.4278873198,3.5347200475
1962-12-31,12/31/1962,97.065941487,93.784244962,90.34896391,87.251940408,83.990008372,2.9779629302,3.2042760022,3.3799346565,3.4092596379,3.4913598582
1963-01-31,01/31/1963,97.01595918,94.065229513,90.301040123,87.04818661,83.50904813,3.0294693392,3.0632819436,3.3976042065,3.4653353505,3.6023299879
1963-02-28,02/28/1963,97.082407563,93.981012044,90.293816309,86.95220891,83.298719283,2.961000565,3.108128891,3.4002684472,3.4928962129,3.6507393937
1963-03-29,03/29/1963,96.994065836,93.834500189,90.210192259,86.51843837,83.212208013,3.0271578409,3.1688569404,3.4248757253,3.6128921182,3.6714987697
1963-04-30,04/30/1963,96.940625229,93.647113245,89.974472011,86.461008173,83.177635135,3.0986611838,3.2773396282,3.5214734454,3.6394090926,3.6798009666
1963-05-31,05/31/1963,96.915874275,93.666211528,89.888946152,86.284109499,82.941900779,3.1499458233,3.2806213722,3.5499318377,3.6855940989,3.7365014516
1963-06-28,06/28/1963,96.897747322,93.627993439,89.911431051,86.170274507,82.800085469,3.125700749,3.2785651002,3.5351512848,3.7134923228,3.7706895538
1963-07-31,07/31/1963,96.563509608,93.017387502,89.602481549,85.876933626,82.515980763,3.487371984,3.6191873959,3.6629173364,3.8037677391,3.8393565584
1963-08-30,08/30/1963,96.360585647,92.941763549,89.549310485,85.741343483,82.356044535,3.6870898176,3.6498548512,3.6726505278,3.8406152859,3.8781166077
1963-09-30,09/30/1963,96.360332667,92.923697878,89.525930122,85.709454698,82.187494641,3.6974257434,3.6645541992,3.6846978165,3.8551760817,3.9190456997
1963-10-31,10/31/1963,96.399942681,92.760220269,89.356603723,85.447087933,81.945002721,3.6664578971,3.762769425,3.7477455075,3.9291303085,3.9780776757
1963-11-29,11/29/1963,96.2586388,92.657942094,89.245094827,85.536669792,82.076841731,3.7923662127,3.8023584412,3.7858760383,3.9002825468,3.9459612913
1963-12-31,12/31/1963,96.233250638,92.472309033,88.891539111,85.19754264,81.83764987,3.8290343154,3.9076944098,3.9251074869,4.0076850703,4.0042673474
1964-01-31,01/31/1964,96.291584926,92.499533751,88.845898936,85.400161505,81.92100696,3.7893073265,3.8929962401,3.9386295583,3.9428543548,3.9839286738
1964-02-28,02/28/1964,96.139865801,92.336436759,88.616157248,85.160394725,81.760823847,3.947426983,3.9811143264,4.0248572707,4.0103491544,4.0230308296
1964-03-31,03/31/1964,96.165017765,92.17075802,88.359940627,84.731483581,81.594084541,3.910453515,4.0763631932,4.1250494358,4.1449128589,4.0727317499
1964-04-30,04/30/1964,96.287739883,92.362071606,88.585815926,84.925170544,81.549777709,3.782918699,3.9781381045,4.047340173,4.0821956621,4.0768976072
1964-05-28,05/28/1964,96.240232468,92.433105008,88.758505986,85.104905214,81.940117493,3.8322698825,3.9181476983,3.9641699048,4.0211211105,3.9792687246
1964-06-30,06/30/1964,96.29099389,92.721474983,88.975781093,85.317521411,81.957051825,3.7795392952,3.7785039576,3.893532644,3.9724796674,3.9773172034
1964-07-31,07/31/1964,96.320882405,92.952817575,89.043318768,85.305830801,81.839684748,3.7588025845,3.6639463455,3.8682403465,3.9704650289,4.0059631508
1964-08-31,08/31/1964,96.258750745,92.804481493,88.952611505,85.245007117,81.791921306,3.8130300123,3.7337627706,3.9022138851,3.9910159771,4.0220379641
1964-09-30,09/30/1964,96.177639562,92.686819984,88.864030208,85.22129295,81.901262842,3.8973292318,3.7971951384,3.939021622,3.9952352808,3.9909285799
1964-10-30,10/30/1964,96.179464373,92.557356171,88.753106062,85.200511415,81.832801403,3.9061338258,3.8617932292,3.9734301367,3.9985912305,4.005450984
1964-11-30,11/30/1964,95.873475205,92.26035125,88.44180498,84.93837516,81.598450098,4.214083042,4.0277850346,4.0941808258,4.081104764,4.0694281165
1964-12-31,12/31/1964,96.030624766,92.444754774,88.777313741,85.206916638,81.554982032,4.0503037416,3.9333364075,3.9752288689,3.9994500972,4.0756219921
1965-01-29,01/29/1965,95.983386705,92.425547316,88.831412323,85.274322518,81.53521727,4.0771658234,3.9275775774,3.9404646647,3.9742537943,4.0782335762
1965-02-26,02/26/1965,95.861054123,92.228135607,88.671896571,85.178673529,81.360356496,4.2040039374,4.034194683,3.996623112,4.0022535554,4.1211247161
1965-03-31,03/31/1965,95.944443177,92.262734698,88.63739647,85.221349596,81.451104434,4.1400878948,4.0264933546,4.02421944,4.0034391957,4.1010985183
1965-04-30,04/30/1965,95.996136835,92.286271637,88.577553484,85.141199443,81.387630045,4.0974497344,4.0247665293,4.0393681484,4.0187259838,4.1166819429
1965-05-28,05/28/1965,95.972443053,92.225011573,88.557907464,85.137899061,81.363282655,4.0773958302,4.0303777217,4.0357087008,4.0169449018,4.1204062083
1965-06-30,06/30/1965,96.101597729,92.437734167,88.689911112,85.145723302,81.48195365,3.9764244463,3.9317456139,4.0044583759,4.0173985879,4.093529196
1965-07-30,07/30/1965,96.072397422,92.302478908,88.543613904,84.812807795,81.360672092,4.0178218018,3.999480659,4.0484370119,4.112456991,4.1210472215
1965-08-31,08/31/1965,95.914028943,92.151635685,88.306491806,84.663480907,81.23709311,4.1717927588,4.0867375891,4.1452188298,4.1649988428,4.1536885011
1965-09-30,09/30/1965,95.746738854,91.869370872,87.982725887,84.29669789,80.854725666,4.3463617476,4.2459413423,4.2637625763,4.2677642873,4.2479952322
1965-10-29,10/29/1965,95.71833465,91.819922581,87.913860429,84.024132346,80.553255435,4.3521845294,4.2553860235,4.2820253836,4.3427300569,4.3202986327
1965-11-30,11/30/1965,95.660552769,91.776532781,87.639235551,83.765176984,80.262004592,4.4364169272,4.2906777616,4.3980465943,4.4318560995,4.3950685064
1965-12-31,12/31/1965,95.244482536,90.855779085,86.344145623,82.264101649,78.769726466,4.8856956634,4.8080119428,4.8898406545,4.8775433874,4.770214927
1966-01-31,01/31/1966,95.19923831,90.803561088,86.314783834,82.185047672,78.569951696,4.9198245168,4.8235841059,4.9011674171,4.9049200567,4.8262615166
1966-02-28,02/28/1966,95.142171706,90.652732954,86.202180122,81.892669754,78.078863173,4.9797868817,4.8999927363,4.9446417857,4.9940175383,4.9517292675
1966-03-31,03/31/1966,95.189098955,90.993272238,86.767497335,82.587837262,78.941368569,4.9304757526,4.7257042466,4.7399270693,4.7794206558,4.7267054539
1966-04-29,04/29/1966,95.145278064,90.763610524,86.415468014,82.375920629,78.654080687,4.9901939565,4.8323480956,4.8579103652,4.8402949017,4.796956496
1966-05-31,05/31/1966,95.037013793,90.464318143,86.121998151,81.892304958,78.35508496,5.09037514,5.0038797691,4.9847291281,4.9975521453,4.8837385148
1966-06-30,06/30/1966,95.021804925,90.354378963,85.748238146,81.49366855,77.840675459,5.1063795197,5.0784920072,5.1204788563,5.1126197026,5.0073774827
1966-07-29,07/29/1966,94.861999629,90.101544683,85.494660787,81.10464439,77.161380927,5.2459536364,5.1903139007,5.2096023796,5.2250126617,5.1797455477
1966-08-31,08/31/1966,94.241112732,88.975433472,84.129211962,79.283230547,75.71965063,5.9313658723,5.8404941384,5.7658097314,5.7996164964,5.559602936
1966-09-30,09/30/1966,94.192054044,89.765034875,85.064350864,80.827486795,77.297233503,5.9998742718,5.3913472659,5.3871520096,5.3176852502,5.147419733
1966-10-31,10/31/1966,94.45909536,89.957578728,85.456536434,81.188528992,77.439704744,5.7003298525,5.2843598784,5.2339631739,5.2099054342,5.1162144331
1966-11-30,11/30/1966,94.707500194,89.84549687,85.22506454,80.859501162,77.11217653,5.4376989417,5.353934616,5.3340247339,5.3077919199,5.1953327999
1966-12-30,12/30/1966,95.123724233,90.841180672,86.36844042,82.732179269,79.100177977,5.0129123664,4.7897510842,4.8760223359,4.73255584,4.6839680698
1967-01-31,01/31/1967,95.493263309,91.3940252,87.200232827,83.115713899,79.637055717,4.611448226,4.4933487142,4.5654396374,4.6265792758,4.5513195273
1967-02-28,02/28/1967,95.435165591,91.136556969,86.773466841,82.813379433,79.096235098,4.6595405832,4.6342106923,4.7289765613,4.717745337,4.6849639365
1967-03-31,03/31/1967,95.955219495,92.099947789,88.058898968,84.085427683,80.383330444,4.1401998911,4.1260950341,4.2349422758,4.3304567243,4.3648754287
1967-04-28,04/28/1967,96.018444086,91.659534203,87.332889819,83.122807514,79.311054186,4.0298664644,4.3366377089,4.502432848,4.6118002873,4.6307785365
1967-05-31,05/31/1967,96.106167663,91.731342779,87.339957988,83.232834326,79.118449235,3.9608177797,4.3212228894,4.5161948321,4.5945006496,4.6793538833
1967-06-30,06/30/1967,95.077903003,90.614682592,85.928570051,81.292076285,76.878675453,5.0612264795,4.920955307,5.0505150509,5.1744968622,5.2530761659
1967-07-31,07/31/1967,95.018332833,90.70740682,86.18329563,81.951756387,77.779526982,5.0960718595,4.8698874032,4.9519383257,4.9759862152,5.0203369951
1967-08-31,08/31/1967,94.87684945,90.228585495,85.513840286,81.270949476,77.135364105,5.2590456923,5.1482472275,5.2116390056,5.1809904511,5.1864827844
1967-09-29,09/29/1967,94.754959191,90.114953341,85.327010918,80.904908419,77.026886397,5.3582401354,5.1899845505,5.2796608918,5.2901455179,5.214598351
1967-10-31,10/31/1967,94.616752808,89.463728532,84.712169881,80.18607522,75.69687265,5.5184445633,5.5592301648,5.5303639136,5.5242918477,5.5625707628
1967-11-30,11/30/1967,94.345093316,89.476786581,84.540346658,80.059410695,75.540986708,5.8210920653,5.5671743698,5.5929355344,5.5562243236,5.6037549875
1967-12-29,12/29/1967,94.183555761,89.181756996,84.220610922,79.609069059,75.595977299,5.943607051,5.7012545466,5.7087099738,5.6893637085,5.5892170759
1968-01-31,01/31/1968,94.66249881,89.918952672,85.048435796,80.44648263,76.347526082,5.4702395819,5.3130723621,5.4032428848,5.4357278891,5.3915825159
1968-02-29,02/29/1968,94.621319009,89.834377856,84.617864052,80.221814414,76.385366487,5.5287375817,5.3674755538,5.5776803361,5.5055968659,5.3846302701
1968-03-29,03/29/1968,94.487771102,89.549474314,84.294389625,79.53948566,75.78340088,5.6855537308,5.5038674293,5.6847793469,5.7150864475,5.5397470604
1968-04-30,04/30/1968,94.261391133,89.369212027,83.892321152,79.095026024,75.248988215,5.9098506136,5.6196973802,5.8545368582,5.8670236996,5.684239727
1968-05-31,05/31/1968,94.154267926,89.102989062,84.101395578,79.25131955,75.427353273,6.0567475747,5.784714028,5.7874233637,5.8096739748,5.6369151231
1968-06-28,06/28/1968,94.240138415,89.505699017,84.631426297,80.090550664,76.414669478,5.9000705692,5.5282485702,5.5520099632,5.5389263606,5.3740206059
1968-07-31,07/31/1968,94.748054018,89.905553116,85.820471133,81.465081576,77.523566909,5.3948880307,5.3205238247,5.1017461494,5.1213849294,5.0889754905
1968-08-30,08/30/1968,94.79271609,90.235346134,85.756689351,81.488562993,77.207463021,5.3624533072,5.1304206246,5.1171967372,5.1106867478,5.1678178433
1968-09-30,09/30/1968,94.768333739,89.881650213,85.5664371,81.43631396,77.172149831,5.3734864814,5.3338189332,5.1959024775,5.1337223753,5.1854722172
1968-10-31,10/31/1968,94.530070589,89.632884481,85.38193614,81.153510526,76.656520389,5.6252194812,5.4799026638,5.2774935651,5.2171175808,5.3137985035
1968-11-29,11/29/1968,94.365461254,89.463522924,85.096277536,80.658709159,75.980900078,5.8154385998,5.5593449188,5.3746549772,5.3662340136,5.4877498236
1968-12-31,12/31/1968,93.718959762,88.171437699,83.387767424,77.868351396,72.86054791,6.4869671835,6.2943555516,6.0556188791,6.2580513608,6.3289893448
1969-01-31,01/31/1969,94.101640097,88.47596329,83.554753777,79.21885039,73.854945948,6.0961731398,6.1387824593,5.9889346845,5.8199115287,6.0580244669
1969-02-28,02/28/1969,93.581894482,88.199501988,82.619736575,78.119474552,73.011911794,6.6515493409,6.2956922199,6.3582467205,6.1690449203,6.2875062467
1969-03-28,03/28/1969,93.667333654,88.655871973,83.113070888,78.262001771,73.054107922,6.4887362838,5.9957559048,6.148760886,6.1151344467,6.2725222514
1969-04-30,04/30/1969,94.007915643,88.563076887,83.273246774,78.809727239,73.323274944,6.1791198293,6.0727577331,6.1070054519,5.949269158,6.2024431526
1969-05-29,05/29/1969,93.725370812,87.886602567,82.221138508,77.461859968,72.111187608,6.4801266996,6.4649966383,6.507429965,6.3715203554,6.5284880423
1969-06-30,06/30/1969,92.909157933,86.916902322,80.98837699,76.197921597,71.019061072,7.3547966629,7.010883475,7.0224049814,6.7958999823,6.8481899002
1969-07-31,07/31/1969,92.924510529,86.507379833,80.768509045,76.040974994,71.25040987,7.3382737195,7.2569640257,7.1129389861,6.8427594913,6.7756793669
1969-08-29,08/29/1969,92.609028145,86.407292522,80.560265109,75.488955875,70.606474904,7.6365113804,7.2849468885,7.1858010508,7.0151807679,6.9533465008
1969-09-30,09/30/1969,92.497223529,85.533361634,79.20971187,73.127432286,67.485677348,7.7991557826,7.8131845802,7.769042567,7.8295285748,7.8607884269
