Date,Total_Nonfarm_employment,Trended_Empl,Empl_Gap,Empl_Gap_perc,Empl_util_perc,Pers_Cons_P,annual_infl,inflexp_1yr_mean,inflexp_1yr_median,fed_funds,one_year_ED,real_output_year_ahead,output_deflator_year_ahead,cpi_year_ahead,notes,real_gnp_gdp_nxtyr,gnp_gdp_deflat_nxtyr,cpi_nxtyr,int_shrtterm_nxtyr,unem_nxtyr,hous_starts_nxtyr
9/1/1972,74268,74496.88863,-228.888633,-0.003072,0.996928,26.66,3.141442,M,M,4.87,M,M,M,M,M,M,M,M,M,M,M
10/1/1972,74672,74668.75385,3.246155,0.000043,1.000043,26.676,3.039901,M,M,5.04,M,M,M,M,M,M,M,M,M,M,M
11/1/1972,74965,74839.58036,125.419638,0.001676,1.001676,26.747,3.083208,M,M,5.06,M,M,M,M,M,M,M,M,M,M,M
12/1/1972,75270,75008.73465,261.265348,0.003483,1.003483,26.828,3.069653,M,M,5.33,M,M,M,M,M,M,M,M,M,M,M
1/1/1973,75620,75175.59189,444.408107,0.005912,1.005912,26.844,2.693191,M,M,5.94,M,M,M,M,M,M,M,M,M,M,M
2/1/1973,76017,75339.54541,677.454595,0.008992,1.008992,26.927,2.731678,M,M,6.58,M,M,M,M,M,M,M,M,M,M,M
3/1/1973,76286,75500.01937,785.980629,0.01041,1.01041,27.036,2.943304,M,M,7.09,M,M,M,M,M,M,M,M,M,M,M
4/1/1973,76456,75656.48502,799.514982,0.010568,1.010568,27.197,3.316365,M,M,7.12,M,M,M,M,M,M,M,M,M,M,M
5/1/1973,76646,75808.46816,837.531844,0.011048,1.011048,27.302,3.471538,M,M,7.84,M,M,M,M,M,M,M,M,M,M,M
6/1/1973,76886,75955.55012,930.449883,0.01225,1.01225,27.421,3.71421,M,M,8.49,M,M,M,M,M,M,M,M,M,M,M
7/1/1973,76911,76097.3704,813.629605,0.010692,1.010692,27.538,3.858193,M,M,10.4,M,M,M,M,M,M,M,M,M,M,M
8/1/1973,77166,76233.6331,932.366903,0.01223,1.01223,27.666,4.121034,M,M,10.5,M,M,M,M,M,M,M,M,M,M,M
9/1/1973,77281,76364.09883,916.901166,0.012007,1.012007,27.805,4.294824,M,M,10.78,M,M,M,M,M,M,M,M,M,M,M
10/1/1973,77605,76488.59296,1116.407036,0.014596,1.014596,27.914,4.640876,M,M,10.01,M,M,M,M,M,M,M,M,M,M,M
11/1/1973,77909,76607.00452,1301.995481,0.016996,1.016996,28.049,4.867836,M,M,10.03,M,M,M,M,M,M,M,M,M,M,M
12/1/1973,78035,76719.30006,1315.699943,0.01715,1.01715,28.205,5.132697,M,M,9.95,M,M,M,M,M,M,M,M,M,M,M
1/1/1974,78104,76825.53656,1278.463443,0.016641,1.016641,28.343,5.584116,M,M,9.65,M,M,M,M,M,M,M,M,M,M,M
2/1/1974,78253,76925.86236,1327.137639,0.017252,1.017252,28.524,5.93085,M,M,8.97,M,M,M,M,M,M,M,M,M,M,M
3/1/1974,78295,77020.5146,1274.485403,0.016547,1.016547,28.747,6.328599,M,M,9.35,M,M,M,M,M,M,M,M,M,M,M
4/1/1974,78384,77109.82255,1274.177446,0.016524,1.016524,28.963,6.493363,M,M,10.51,M,M,M,M,M,M,M,M,M,M,M
5/1/1974,78547,77194.20403,1352.795975,0.017525,1.017525,29.24,7.098381,M,M,11.31,M,M,M,M,M,M,M,M,M,M,M
6/1/1974,78602,77274.16529,1327.83471,0.017183,1.017183,29.541,7.731301,M,M,11.93,M,M,M,M,M,M,M,M,M,M,M
7/1/1974,78634,77350.30657,1283.693426,0.016596,1.016596,29.803,8.224998,M,M,12.92,M,M,M,M,M,M,M,M,M,M,M
8/1/1974,78619,77423.32031,1195.679691,0.015443,1.015443,30.09,8.761657,M,M,12.01,M,M,M,M,M,M,M,M,M,M,M
9/1/1974,78614,77493.98808,1120.011924,0.014453,1.014453,30.361,9.192591,M,M,11.34,M,M,M,M,M,M,M,M,M,M,M
10/1/1974,78627,77563.17449,1063.825513,0.013716,1.013716,30.599,9.618829,M,M,10.06,M,M,M,M,M,M,M,M,M,M,M
11/1/1974,78259,77631.82194,627.178065,0.008079,1.008079,30.823,9.889836,M,M,9.45,M,M,M,M,M,M,M,M,M,M,M
12/1/1974,77657,77700.94669,-43.946686,-0.000566,0.999434,31.041,10.054955,M,M,8.53,M,M,M,M,M,M,M,M,M,M,M
1/1/1975,77297,77771.60857,-474.608566,-0.006103,0.993897,31.223,10.161239,M,M,7.13,M,M,M,M,M,M,M,M,M,M,M
2/1/1975,76919,77844.86434,-925.864341,-0.011894,0.988106,31.444,10.236993,M,M,6.24,M,M,M,M,M,M,M,M,M,M,M
3/1/1975,76649,77921.73783,-1272.737825,-0.016334,0.983666,31.609,9.955821,M,M,5.54,M,M,M,M,M,M,M,M,M,M,M
4/1/1975,76463,78003.18853,-1540.188533,-0.019745,0.980255,31.764,9.67096,M,M,5.49,M,M,M,M,M,M,M,M,M,M,M
5/1/1975,76623,78090.0876,-1467.087596,-0.018787,0.981213,31.901,9.100547,M,M,5.22,M,M,M,M,M,M,M,M,M,M,M
6/1/1975,76519,78183.19919,-1664.199188,-0.021286,0.978714,32.056,8.513591,M,M,5.55,M,M,M,M,M,M,M,M,M,M,M
7/1/1975,76768,78283.1856,-1515.185599,-0.019355,0.980645,32.254,8.224004,M,M,6.1,M,M,M,M,M,M,M,M,M,M,M
8/1/1975,77154,78390.59355,-1236.593553,-0.015775,0.984225,32.366,7.563975,M,M,6.14,M,M,M,M,M,M,M,M,M,M,M
9/1/1975,77232,78505.86455,-1273.864553,-0.016226,0.983774,32.542,7.183558,M,M,6.24,M,M,M,M,M,M,M,M,M,M,M
10/1/1975,77535,78629.35422,-1094.354224,-0.013918,0.986082,32.704,6.87931,M,M,5.82,M,M,M,M,M,M,M,M,M,M,M
11/1/1975,77679,78761.32973,-1082.329731,-0.013742,0.986258,32.921,6.806605,M,M,5.22,M,M,M,M,M,M,M,M,M,M,M
12/1/1975,78017,78901.98224,-884.982241,-0.011216,0.988784,33.121,6.700815,M,M,5.2,M,M,M,M,M,M,M,M,M,M,M
1/1/1976,78506,79051.42776,-545.427761,-0.0069,0.9931,33.29,6.62012,M,M,4.87,M,M,M,M,M,M,M,M,M,M,M
2/1/1976,78817,79209.72084,-392.720837,-0.004958,0.995042,33.423,6.293729,M,M,4.77,M,M,M,M,M,M,M,M,M,M,M
3/1/1976,79049,79376.87814,-327.878143,-0.004131,0.995869,33.533,6.086874,M,M,4.84,M,M,M,M,M,M,M,M,M,M,M
4/1/1976,79293,79552.88908,-259.889078,-0.003267,0.996733,33.664,5.981614,M,M,4.82,M,M,M,M,M,M,M,M,M,M,M
5/1/1976,79311,79737.72027,-426.720271,-0.005352,0.994648,33.822,6.021755,M,M,5.29,M,M,M,M,M,M,M,M,M,M,M
6/1/1976,79376,79931.3203,-555.320304,-0.006947,0.993053,33.959,5.936486,M,M,5.48,M,M,M,M,M,M,M,M,M,M,M
7/1/1976,79546,80133.60813,-587.608127,-0.007333,0.992667,34.146,5.865939,M,M,5.31,M,M,M,M,M,M,M,M,M,M,M
8/1/1976,79704,80344.46412,-640.464124,-0.007971,0.992029,34.342,6.105172,M,M,5.29,M,M,M,M,M,M,M,M,M,M,M
9/1/1976,79892,80563.72787,-671.727874,-0.008338,0.991662,34.544,6.15205,M,M,5.25,M,M,M,M,M,M,M,M,M,M,M
10/1/1976,79905,80791.19448,-886.194479,-0.010969,0.989031,34.713,6.142979,M,M,5.02,M,M,M,M,M,M,M,M,M,M,M
11/1/1976,80237,81026.61239,-789.612394,-0.009745,0.990255,34.87,5.920233,M,M,4.95,M,M,M,M,M,M,M,M,M,M,M
12/1/1976,80448,81269.66853,-821.668531,-0.01011,0.98989,35.057,5.845234,M,M,4.65,M,M,M,M,M,M,M,M,M,M,M
1/1/1977,80692,81519.99497,-827.994969,-0.010157,0.989843,35.267,5.93872,M,M,4.61,M,M,M,M,M,M,M,M,M,M,M
2/1/1977,80987,81777.16673,-790.166727,-0.009662,0.990338,35.483,6.16342,M,M,4.68,M,M,M,M,M,M,M,M,M,M,M
3/1/1977,81391,82040.70132,-649.701323,-0.007919,0.992081,35.632,6.259506,M,M,4.69,M,M,M,M,M,M,M,M,M,M,M
4/1/1977,81730,82310.06141,-580.061405,-0.007047,0.992953,35.81,6.374762,M,M,4.73,M,M,M,M,M,M,M,M,M,M,M
5/1/1977,82089,82584.6645,-495.664499,-0.006002,0.993998,35.993,6.418899,M,M,5.35,M,M,M,M,M,M,M,M,M,M,M
6/1/1977,82488,82863.88785,-375.887852,-0.004536,0.995464,36.207,6.619747,M,M,5.39,M,M,M,M,M,M,M,M,M,M,M
7/1/1977,82836,83147.07429,-311.074289,-0.003741,0.996259,36.434,6.700638,M,M,5.42,M,M,M,M,M,M,M,M,M,M,M
8/1/1977,83074,83433.54053,-359.540531,-0.004309,0.995691,36.613,6.612894,M,M,5.9,M,M,M,M,M,M,M,M,M,M,M
9/1/1977,83532,83722.5817,-190.581698,-0.002276,0.997724,36.769,6.441061,M,M,6.14,M,M,M,M,M,M,M,M,M,M,M
10/1/1977,83794,84013.46794,-219.46794,-0.002612,0.997388,36.949,6.441391,M,M,6.47,M,M,M,M,M,M,M,M,M,M,M
11/1/1977,84173,84305.45617,-132.456173,-0.001571,0.998429,37.141,6.512762,M,M,6.51,M,M,M,M,M,M,M,M,M,M,M
12/1/1977,84408,84597.78807,-189.788074,-0.002243,0.997757,37.337,6.503694,M,M,6.56,M,M,M,M,M,M,M,M,M,M,M
1/1/1978,84595,84889.69612,-294.696118,-0.003472,0.996528,37.566,6.518842,6.1,5.2,6.7,M,M,M,M,M,M,M,M,M,M,M
2/1/1978,84948,85180.3996,-232.399604,-0.002728,0.997272,37.714,6.287518,8.5,6.4,6.78,M,M,M,M,M,M,M,M,M,M,M
3/1/1978,85461,85469.09736,-8.097364,-0.000095,0.999905,37.92,6.421194,7.5,6.3,6.79,M,M,M,M,M,M,M,M,M,M,M
4/1/1978,86163,85754.97209,408.027909,0.004758,1.004758,38.167,6.58196,8,6.7,6.89,M,M,M,M,M,M,M,M,M,M,M
5/1/1978,86509,86037.20592,471.794084,0.005484,1.005484,38.392,6.665185,8.9,6.9,7.36,M,M,M,M,M,M,M,M,M,M,M
6/1/1978,86951,86315.00931,635.990694,0.007368,1.007368,38.606,6.625791,8,6.5,7.6,M,M,M,M,M,M,M,M,M,M,M
7/1/1978,87205,86587.62549,617.37451,0.00713,1.00713,38.835,6.589998,7.6,6.6,7.81,M,M,M,M,M,M,M,M,M,M,M
8/1/1978,87481,86854.34187,626.658134,0.007215,1.007215,39.045,6.642449,10.5,8.7,8.04,M,M,M,M,M,M,M,M,M,M,M
9/1/1978,87618,87114.4887,503.511299,0.00578,1.00578,39.27,6.801926,8.5,6.9,8.45,M,M,M,M,M,M,M,M,M,M,M
10/1/1978,87954,87367.43978,586.560217,0.006714,1.006714,39.558,7.061084,7.9,7.4,8.96,M,M,M,M,M,M,M,M,M,M,M
11/1/1978,88391,87612.60386,778.396136,0.008885,1.008885,39.769,7.075738,9.6,7.5,9.76,M,M,M,M,M,M,M,M,M,M,M
12/1/1978,88674,87849.43043,824.569567,0.009386,1.009386,39.925,6.931462,8.3,7.3,10.03,M,M,M,M,M,M,M,M,M,M,M
1/1/1979,88811,88077.42303,733.57697,0.008329,1.008329,40.128,6.819997,9.7,7.8,10.07,M,M,M,M,M,M,M,M,M,M,M
2/1/1979,89054,88296.14246,757.857542,0.008583,1.008583,40.257,6.742854,11.4,9.3,10.06,M,M,M,M,M,M,M,M,M,M,M
3/1/1979,89480,88505.20047,974.799535,0.011014,1.011014,40.488,6.772152,10,8.8,10.09,M,M,M,M,M,M,M,M,M,M,M
4/1/1979,89418,88704.26143,713.738574,0.008046,1.008046,40.861,7.058454,11.1,9.7,10.01,M,M,M,M,M,M,M,M,M,M,M
5/1/1979,89790,88893.05741,896.94259,0.01009,1.01009,41.215,7.353094,12,9.8,10.24,M,M,M,M,M,M,M,M,M,M,M
6/1/1979,90108,89071.37005,1036.629948,0.011638,1.011638,41.445,7.353779,12,9.9,10.29,M,M,M,M,M,M,M,M,M,M,M
7/1/1979,90214,89239.04328,974.956724,0.010925,1.010925,41.652,7.253766,11.5,9.9,10.47,M,M,M,M,M,M,M,M,M,M,M
8/1/1979,90296,89395.99299,900.007008,0.010068,1.010068,41.928,7.383788,11.2,9.9,10.94,M,M,M,M,M,M,M,M,M,M,M
9/1/1979,90323,89542.20282,780.797184,0.00872,1.00872,42.213,7.49427,10.4,9.6,11.43,M,M,M,M,M,M,M,M,M,M,M
10/1/1979,90480,89677.71887,802.281135,0.008946,1.008946,42.521,7.490267,9.5,9,13.77,M,M,M,M,M,M,M,M,M,M,M
11/1/1979,90574,89802.64148,771.358523,0.008589,1.008589,42.792,7.601398,11.9,10,13.18,M,M,M,M,M,M,M,M,M,M,M
12/1/1979,90669,89917.12671,751.873294,0.008362,1.008362,43.097,7.944897,11.7,9.9,13.78,M,M,M,M,M,M,M,M,M,M,M
1/1/1980,90800,90021.38417,778.61583,0.008649,1.008649,43.423,8.211224,13.8,10.4,13.82,M,M,M,M,M,2.5,8.2,M,M,7.3,M
2/1/1980,90879,90115.6757,763.324297,0.00847,1.00847,43.854,8.935092,11.2,10,14.13,M,M,M,M,M,2.4,8.6,M,M,6.9,M
3/1/1980,90991,90200.31721,790.682794,0.008766,1.008766,44.259,9.313871,12.7,10.2,17.19,M,M,M,M,M,1.8,8.9,9.5,M,7.2,M
4/1/1980,90846,90275.67759,570.322406,0.006318,1.006318,44.488,8.876435,12,10.1,17.61,M,M,M,M,M,1,9.1,10.3,M,7.5,M
5/1/1980,90415,90342.18068,72.819316,0.000806,1.000806,44.846,8.809899,9.5,8.6,10.98,M,M,M,M,M,0.5,9,M,M,7.9,M
6/1/1980,90095,90400.2899,-305.289904,-0.003377,0.996623,45.142,8.920256,9,8.5,9.47,M,M,M,M,M,0.7,8.9,9.7,M,8.1,M
7/1/1980,89832,90450.47374,-618.473737,-0.006838,0.993162,45.457,9.135216,10,9.6,9.03,M,M,M,M,M,0.5,8.9,9.4,8.7,8.3,1.44
8/1/1980,90092,90493.17947,-401.179465,-0.004433,0.995567,45.786,9.201488,8.8,7.6,9.61,M,M,M,M,M,0.8,8.7,9.2,8.9,8.3,1.5
9/1/1980,90205,90528.81142,-323.811421,-0.003577,0.996423,46.216,9.482861,9.3,9.1,10.87,M,M,M,M,M,0.9,8.9,9.6,9,8.2,1.5
10/1/1980,90485,90557.74608,-72.746077,-0.000803,0.999197,46.595,9.581148,10,9.6,12.81,M,M,M,M,M,0.9,9.1,9.8,9.6,8,1.5
11/1/1980,90741,90580.33742,160.662579,0.001774,1.001774,46.962,9.744812,9.8,8.6,15.85,M,M,M,M,M,1.1,9.4,10.2,10.3,7.8,1.48
12/1/1980,90936,90596.93439,339.065615,0.003743,1.003743,47.244,9.62248,10.9,9.7,18.9,M,M,M,M,M,0.8,9.5,10.7,11.1,7.9,1.43
1/1/1981,91031,90607.89707,423.102935,0.00467,1.00467,47.654,9.743684,8.6,9.5,19.08,M,M,M,M,M,3.6,8.9,9.5,M,7.1,M
2/1/1981,91098,90613.60909,484.390908,0.005346,1.005346,48.003,9.460939,9.1,8.6,15.93,M,M,M,M,M,3.6,9,9.7,M,7.2,M
3/1/1981,91202,90614.48349,587.51651,0.006484,1.006484,48.269,9.060304,7.9,7.2,14.7,M,M,M,M,M,3.7,9,9.6,M,7.1,M
4/1/1981,91276,90610.96692,665.033084,0.007339,1.007339,48.574,9.184499,9.3,8,15.72,M,M,M,M,M,3.6,8.9,9.4,M,7,M
5/1/1981,91286,90603.54683,682.453173,0.007532,1.007532,48.906,9.053204,8.6,7.3,18.52,M,M,M,M,M,3.5,8.6,9.1,M,7,M
6/1/1981,91482,90592.75687,889.243134,0.009816,1.009816,49.148,8.874219,7.8,7.1,19.1,M,M,M,M,M,3.4,8.5,8.7,M,6.9,M
7/1/1981,91594,90579.17806,1014.821936,0.011204,1.011204,49.444,8.770926,7.7,6.8,19.04,M,M,M,M,M,3.2,8.2,8.2,11.6,6.9,1.67
8/1/1981,91558,90563.45321,994.546791,0.010982,1.010982,49.774,8.710086,7.7,5.8,17.82,M,M,M,M,M,2.9,7.9,8,11.9,7.1,1.57
9/1/1981,91471,90546.29556,924.704441,0.010213,1.010213,50.098,8.399688,8.7,6.9,15.87,M,M,M,M,M,2.6,7.9,8.1,12,7.2,1.49
10/1/1981,91371,90528.48744,842.512558,0.009307,1.009307,50.395,8.155381,8.3,6.7,15.08,M,M,M,M,M,2.2,7.8,8,11.8,7.3,1.41
11/1/1981,91162,90510.8754,651.124601,0.007194,1.007194,50.685,7.927686,8.8,7.3,13.31,M,M,M,M,M,1.2,7.9,8.3,11.7,7.7,1.33
12/1/1981,90884,90494.36448,389.635522,0.004306,1.004306,50.87,7.675049,6.5,5.3,12.37,M,M,M,M,M,0.5,7.8,8,11.4,8,1.28
1/1/1982,90557,90479.90495,77.095055,0.000852,1.000852,51.178,7.394972,6.4,5.1,13.22,M,M,M,M,M,4.1,7.2,7.1,M,7.8,M
2/1/1982,90551,90468.47413,82.525874,0.000912,1.000912,51.374,7.022478,6.4,5.2,14.78,M,M,M,M,M,4.1,7,6.9,M,8.1,M
3/1/1982,90422,90461.0547,-39.054698,-0.000432,0.999568,51.595,6.890551,5.8,4.2,14.68,M,M,M,M,M,3.8,6.9,6.7,M,8.2,M
4/1/1982,90141,90458.63507,-317.635069,-0.003511,0.996489,51.798,6.637296,5.1,4.7,14.94,M,M,M,M,M,3.7,6.7,6.4,M,8.3,M
5/1/1982,90096,90462.20094,-366.200937,-0.004048,0.995952,52.079,6.487956,4.8,3.5,14.45,M,M,M,M,M,3.6,6.2,6,M,8.5,M
6/1/1982,89853,90472.71594,-619.715941,-0.00685,0.99315,52.339,6.492634,5.8,4.6,14.15,M,M,M,M,M,3.6,6.1,5.8,M,8.3,M
7/1/1982,89510,90491.11829,-981.118289,-0.010842,0.989158,52.676,6.536688,5.9,5,12.59,M,M,M,M,M,3.3,6.1,5.8,11.2,8.7,1.33
8/1/1982,89352,90518.30315,-1166.303152,-0.012885,0.987115,52.919,6.31856,6.3,4.8,10.12,M,M,M,M,M,3.3,6,6,10.8,8.9,1.3
9/1/1982,89171,90555.09757,-1384.097572,-0.015285,0.984715,53.116,6.024193,5.3,4.5,10.31,M,M,M,M,M,3.5,5.9,5.9,9.7,9.1,1.35
10/1/1982,88894,90602.24759,-1708.247592,-0.018854,0.981146,53.452,6.066078,5.9,4.7,9.71,M,M,M,M,M,3.2,5.7,5.6,8.8,9.3,1.35
11/1/1982,88770,90660.40314,-1890.403142,-0.020851,0.979149,53.654,5.857749,5.2,4.5,9.2,M,M,M,M,M,3.1,5.4,5.3,8,9.6,1.38
12/1/1982,88756,90730.09552,-1974.09552,-0.021758,0.978242,53.831,5.820719,4.8,3.7,8.95,M,M,M,M,M,2.8,5.2,5.2,7.8,9.9,1.41
1/1/1983,88981,90811.72475,-1830.72475,-0.02016,0.97984,54.213,5.930283,4.7,2.8,8.68,M,M,M,M,M,4.4,5.5,5.3,M,9.3,M
2/1/1983,88903,90905.55376,-2002.553762,-0.022029,0.977971,54.419,5.927123,4.5,3,8.51,M,M,M,M,M,4.5,5.4,5.3,M,9.3,M
3/1/1983,89076,91011.71835,-1935.718354,-0.021269,0.978731,54.492,5.614885,3.1,1.8,8.77,M,M,M,M,M,4.6,5.2,5.1,M,9.3,M
4/1/1983,89352,91130.21526,-1778.215259,-0.019513,0.980487,54.657,5.519518,4.5,3.4,8.8,M,M,M,M,M,4.7,5,4.8,M,9.1,M
5/1/1983,89629,91260.90678,-1631.906783,-0.017882,0.982118,54.739,5.107625,4.5,3.2,8.63,M,M,M,M,M,4.7,4.9,4.8,M,9,M
6/1/1983,90007,91403.53175,-1396.531747,-0.015279,0.984721,54.995,5.07461,4.6,3.2,8.98,M,M,M,M,M,4.8,5,4.9,M,8.9,M
7/1/1983,90425,91557.71564,-1132.715642,-0.012372,0.987628,55.366,5.10669,4.5,3.2,9.37,M,M,M,M,M,4.8,5,4.9,8.3,8.9,1.79
8/1/1983,90117,91722.98698,-1605.986982,-0.017509,0.982491,55.652,5.164497,5,3.3,9.56,M,M,M,M,M,5,5,4.9,8.5,8.8,1.78
9/1/1983,91231,91898.79562,-667.795615,-0.007267,0.992733,55.877,5.198057,5,3.3,9.45,M,M,M,M,M,5.1,5,5,8.7,8.6,1.75
10/1/1983,91502,92084.47987,-582.479867,-0.006325,0.993675,55.977,4.723864,5.2,3.7,9.48,M,M,M,M,M,5.1,5,5,8.7,8.6,1.76
11/1/1983,91854,92279.33169,-425.331687,-0.004609,0.995391,56.108,4.57375,5.1,3.5,9.34,M,M,M,M,M,5.3,4.9,5,8.5,8.5,1.75
12/1/1983,92210,92482.60257,-272.602573,-0.002948,0.997052,56.15,4.307927,4.9,3.5,9.47,M,M,M,M,M,5.4,4.8,5,8.7,8.2,1.74
1/1/1984,92657,92693.51449,-36.514488,-0.000394,0.999606,56.334,3.912346,4.6,3.2,9.56,M,M,M,M,M,3.5,5.7,5.8,M,7.6,M
2/1/1984,93136,92911.27046,224.729536,0.002419,1.002419,56.688,4.1695,5.1,3.3,9.59,M,M,M,M,M,3.4,5.7,5.7,M,7.5,M
3/1/1984,93411,93135.071,275.929004,0.002963,1.002963,56.903,4.424503,5,3.4,9.91,M,M,M,M,M,3.3,5.8,5.8,M,7.4,M
4/1/1984,93774,93364.13219,409.867813,0.00439,1.00439,57.172,4.601423,5.8,3.9,10.29,M,M,M,M,M,3.2,5.8,5.9,M,7.2,M
5/1/1984,94082,93597.6893,484.3107,0.005174,1.005174,57.304,4.685873,5.3,4.2,10.32,M,M,M,M,M,3.1,5.8,5.9,M,7.2,M
6/1/1984,94461,93835.00606,625.993939,0.006671,1.006671,57.44,4.445859,4.8,4.2,11.06,M,M,M,M,M,3,5.7,5.9,M,7.3,M
7/1/1984,94773,94075.37983,697.620169,0.007416,1.007416,57.688,4.19391,4.5,3.4,11.23,M,M,M,M,M,3,5.4,5.7,10.6,7.2,1.65
8/1/1984,95014,94318.15144,695.848559,0.007378,1.007378,57.879,4.001653,4.5,3,11.64,M,M,M,M,M,3.4,5,5.3,10.6,6.9,1.66
9/1/1984,95325,94562.71017,762.289832,0.008061,1.008061,57.969,3.743938,4.2,3,11.3,M,M,M,M,M,3.5,4.9,5.2,10.7,7,1.66
10/1/1984,95611,94808.49361,802.506389,0.008464,1.008464,58.1,3.792629,5.3,3.5,9.99,M,M,M,M,M,3.5,4.7,5,10.5,7.1,1.64
11/1/1984,95960,95054.99231,905.007691,0.009521,1.009521,58.226,3.774863,5.1,3.4,9.43,M,M,M,M,M,3.3,4.4,4.6,9.8,7.2,1.67
12/1/1984,96087,95301.75253,785.247474,0.00824,1.00824,58.458,4.110419,4.7,3.3,8.38,M,M,M,M,M,3.1,4.3,4.5,9.1,7.3,1.69
1/1/1985,96353,95548.38338,804.616623,0.008421,1.008421,58.736,4.263855,4,2.9,8.35,M,2.3,M,5.1,output_is_GNP,2.6,5,5.1,9,7.1,1.65
2/1/1985,96477,95794.54851,682.451492,0.007124,1.007124,58.996,4.071408,4.8,3.1,8.5,M,2.2,M,5,M,2.7,4.6,4.8,8.7,7,1.66
3/1/1985,96823,96039.96744,783.032561,0.008153,1.008153,59.184,4.008576,4.3,3,8.58,M,2.2,M,4.8,M,2.7,4.5,4.6,8.7,7,1.67
4/1/1985,97018,96284.40709,733.592915,0.007619,1.007619,59.264,3.659134,5,3.3,8.27,M,1.7,M,4.8,M,2.7,4.4,4.6,8.7,7.1,1.68
5/1/1985,97292,96527.68874,764.311264,0.007918,1.007918,59.447,3.739704,4.6,3.2,7.97,M,2,M,4.8,M,2.7,4.4,4.5,8.3,7.2,1.71
6/1/1985,97437,96769.68463,667.315372,0.006896,1.006896,59.596,3.753482,4.9,3.4,7.53,M,2.1,M,4.7,M,2.9,4.3,4.4,8,7.2,1.76
7/1/1985,97626,97010.32007,615.679928,0.006347,1.006347,59.712,3.508529,4.2,2.8,7.88,M,1.7,M,4.6,M,2.9,4.2,4.3,7.8,7.2,1.78
8/1/1985,97819,97249.56672,569.433277,0.005855,1.005855,59.98,3.629987,3.6,2.8,7.9,M,1.8,M,4.6,M,3,4,4.2,7.8,7.2,1.78
9/1/1985,98023,97487.43899,535.56101,0.005494,1.005494,60.119,3.708879,4.4,2.9,7.92,M,2.1,M,4.5,M,3,3.9,4,7.7,7.2,1.76
10/1/1985,98210,97723.99082,486.009176,0.004973,1.004973,60.259,3.716007,4.8,3.3,7.99,M,2.5,M,4.5,M,3.1,3.8,4,7.6,7.1,1.77
11/1/1985,98419,97959.31337,459.686627,0.004693,1.004693,60.439,3.800708,4.4,3.1,8.05,M,2.3,M,4.5,M,3.1,3.7,3.8,7.5,7.1,1.76
12/1/1985,98587,98193.53153,393.468471,0.004007,1.004007,60.611,3.682986,5,3.5,8.27,M,2.6,M,4.3,M,3.1,3.6,3.7,7.4,7.1,1.77
1/1/1986,98710,98426.80211,283.197887,0.002877,1.002877,60.919,3.71663,4.2,2.9,8.14,M,2.8,4.3,4.4,M,2.9,4.3,4.3,7.4,6.9,1.74
2/1/1986,98817,98659.30927,157.690734,0.001598,1.001598,61.082,3.535833,3.7,2.8,7.86,M,2.5,4.4,4.4,M,2.9,4,4.1,7.2,6.8,1.76
3/1/1986,98910,98891.2568,18.743203,0.00019,1.00019,61.294,3.565153,3,2.3,7.48,M,2.6,4,4.1,M,3.1,3.7,3.7,7,6.6,1.81
4/1/1986,99098,99122.85947,-24.859466,-0.000251,0.999749,61.455,3.697017,3.4,2.4,6.99,M,2.7,4,4.1,M,3.4,3.5,3.6,6.8,6.6,1.86
5/1/1986,99223,99354.33333,-131.333333,-0.001322,0.998678,61.613,3.643582,3.3,2.7,6.85,M,2.9,3.8,4,M,3.5,3.4,3.5,6.6,6.6,1.87
6/1/1986,99130,99585.89274,-455.892735,-0.004578,0.995422,61.855,3.790523,3.7,2.9,6.92,M,2.9,3.8,3.9,M,3.5,3.4,3.4,6.5,6.6,1.87
7/1/1986,99448,99817.74288,-369.742884,-0.003704,0.996296,62.027,3.876943,3.6,2.8,6.56,M,2.9,4,4.2,M,3.3,3.3,3.4,6.4,6.8,1.9
8/1/1986,99561,100050.0573,-489.057337,-0.004888,0.995112,62.2,3.701234,4.2,3,6.17,M,2.9,3.7,4,M,3,3.1,3.2,6,6.9,1.84
9/1/1986,99907,100282.984,-375.983972,-0.003749,0.996251,62.434,3.850696,3.4,2.9,5.89,M,3.2,3.6,4,M,2.9,3.1,3.2,5.8,6.9,1.84
10/1/1986,100094,100516.6367,-422.636706,-0.004205,0.995795,62.655,3.97617,3.7,3.2,5.85,M,3.1,3.7,4.1,M,2.7,3.1,3.2,5.7,6.8,1.81
11/1/1986,100280,100751.1033,-471.103344,-0.004676,0.995324,62.828,3.952746,3.6,2.8,6.04,M,3.1,3.8,4.2,M,2.6,3.1,3.2,5.4,6.9,1.77
12/1/1986,100484,100986.4423,-502.442344,-0.004975,0.995025,62.972,3.895333,4,3,6.91,92.398182,3.1,3.6,4.1,M,2.5,3.1,3.2,5.4,6.9,1.74
1/1/1987,100655,101222.6794,-567.679445,-0.005608,0.994392,63.25,3.826392,3.9,2.9,6.43,92.693333,2.9,3.9,4.2,M,3.3,3.9,3.9,6,6.6,1.74
2/1/1987,100887,101459.8055,-572.8055,-0.005646,0.994354,63.397,3.789987,4.1,3.1,6.1,92.71,2.9,3.9,4.2,M,3.4,4,4,6.2,6.6,1.74
3/1/1987,101136,101697.7719,-561.771933,-0.005524,0.994476,63.565,3.705093,3.6,3,6.13,92.679048,2.9,4,4.2,M,3.3,4,4,6.2,6.5,1.75
