Date,Total_Nonfarm_employment,Trended_Empl,Empl_Gap,Empl_Gap_perc,Empl_util_perc,Pers_Cons_P,annual_infl,inflexp_1yr_mean,inflexp_1yr_median,fed_funds,one_year_ED,real_output_year_ahead,output_deflator_year_ahead,cpi_year_ahead,notes,real_gnp_gdp_nxtyr,gnp_gdp_deflat_nxtyr,cpi_nxtyr,int_shrtterm_nxtyr,unem_nxtyr,hous_starts_nxtyr
1/1/1956,51975,51478.67,496,0.009641516,1.009641516,M,M,M,M,2.45,M,M,M,M,M,M,M,M,M,M,M
2/1/1956,52167,51557.19,610,0.011827896,1.011827896,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M
3/1/1956,52295,51633.15,662,0.012818325,1.012818325,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M
4/1/1956,52375,51706.21,669,0.012934332,1.012934332,M,M,M,M,2.62,M,M,M,M,M,M,M,M,M,M,M
5/1/1956,52506,51776.09,730,0.014097478,1.014097478,M,M,M,M,2.75,M,M,M,M,M,M,M,M,M,M,M
6/1/1956,52583,51842.52,740,0.014283244,1.014283244,M,M,M,M,2.71,M,M,M,M,M,M,M,M,M,M,M
7/1/1956,51954,51905.32,49,0.000937944,1.000937944,M,M,M,M,2.75,M,M,M,M,M,M,M,M,M,M,M
8/1/1956,52632,51964.33,668,0.01284868,1.01284868,M,M,M,M,2.73,M,M,M,M,M,M,M,M,M,M,M
9/1/1956,52600,52019.41,581,0.011160993,1.011160993,M,M,M,M,2.95,M,M,M,M,M,M,M,M,M,M,M
10/1/1956,52781,52070.47,711,0.013645477,1.013645477,M,M,M,M,2.96,M,M,M,M,M,M,M,M,M,M,M
11/1/1956,52822,52117.46,705,0.01351838,1.01351838,M,M,M,M,2.88,M,M,M,M,M,M,M,M,M,M,M
12/1/1956,52930,52160.35,770,0.014755388,1.014755388,M,M,M,M,2.94,M,M,M,M,M,M,M,M,M,M,M
1/1/1957,52888,52199.21,689,0.013195456,1.013195456,M,M,M,M,2.84,M,M,M,M,M,M,M,M,M,M,M
2/1/1957,53098,52234.11,864,0.016538733,1.016538733,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M
3/1/1957,53156,52265.22,891,0.017043533,1.017043533,M,M,M,M,2.96,M,M,M,M,M,M,M,M,M,M,M
4/1/1957,53238,52292.72,945,0.01807675,1.01807675,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M
5/1/1957,53149,52316.88,832,0.015905308,1.015905308,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M
6/1/1957,53066,52338.05,728,0.013908698,1.013908698,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M
7/1/1957,53122,52356.59,765,0.014619123,1.014619123,M,M,M,M,2.99,M,M,M,M,M,M,M,M,M,M,M
8/1/1957,53128,52372.96,755,0.014416539,1.014416539,M,M,M,M,3.24,M,M,M,M,M,M,M,M,M,M,M
9/1/1957,52932,52387.65,544,0.010390804,1.010390804,M,M,M,M,3.47,M,M,M,M,M,M,M,M,M,M,M
10/1/1957,52765,52401.2,364,0.006942616,1.006942616,M,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
11/1/1957,52557,52414.19,143,0.002724621,1.002724621,M,M,M,M,3.28,M,M,M,M,M,M,M,M,M,M,M
12/1/1957,52385,52427.24,-42,-0.000805611,0.999194389,M,M,M,M,2.98,M,M,M,M,M,M,M,M,M,M,M
1/1/1958,52077,52440.95,-364,-0.006940203,0.993059798,M,M,M,M,2.72,M,M,M,M,M,M,M,M,M,M,M
2/1/1958,51576,52455.95,-880,-0.016775042,0.983224958,M,M,M,M,1.67,M,M,M,M,M,M,M,M,M,M,M
3/1/1958,51300,52472.83,-1173,-0.022351103,0.977648897,M,M,M,M,1.2,M,M,M,M,M,M,M,M,M,M,M
4/1/1958,51026,52492.1,-1466,-0.027929986,0.972070014,M,M,M,M,1.26,M,M,M,M,M,M,M,M,M,M,M
5/1/1958,50913,52514.23,-1601,-0.030491401,0.9695086,M,M,M,M,0.63,M,M,M,M,M,M,M,M,M,M,M
6/1/1958,50912,52539.56,-1628,-0.030977749,0.969022251,M,M,M,M,0.93,M,M,M,M,M,M,M,M,M,M,M
7/1/1958,51037,52568.31,-1531,-0.029129946,0.970870054,M,M,M,M,0.68,M,M,M,M,M,M,M,M,M,M,M
8/1/1958,51233,52600.62,-1368,-0.02600004,0.97399996,M,M,M,M,1.53,M,M,M,M,M,M,M,M,M,M,M
9/1/1958,51506,52636.49,-1130,-0.021477312,0.978522688,M,M,M,M,1.76,M,M,M,M,M,M,M,M,M,M,M
10/1/1958,51485,52675.85,-1191,-0.022607103,0.977392897,M,M,M,M,1.8,M,M,M,M,M,M,M,M,M,M,M
11/1/1958,51943,52718.53,-776,-0.014710832,0.985289168,M,M,M,M,2.27,M,M,M,M,M,M,M,M,M,M,M
12/1/1958,52088,52764.3,-676,-0.012817461,0.987182539,M,M,M,M,2.42,M,M,M,M,M,M,M,M,M,M,M
1/1/1959,52481,52812.87,-332,-0.006283808,0.993716192,18.517,M,M,M,2.48,M,M,M,M,M,M,M,M,M,M,M
2/1/1959,52687,52863.88,-177,-0.003345872,0.996654128,18.529,M,M,M,2.43,M,M,M,M,M,M,M,M,M,M,M
3/1/1959,53016,52916.97,99,0.001871447,1.001871447,18.548,M,M,M,2.8,M,M,M,M,M,M,M,M,M,M,M
4/1/1959,53320,52971.77,348,0.006573933,1.006573933,18.593,M,M,M,2.96,M,M,M,M,M,M,M,M,M,M,M
5/1/1959,53549,53027.9,521,0.009826892,1.009826892,18.615,M,M,M,2.9,M,M,M,M,M,M,M,M,M,M,M
6/1/1959,53678,53085.02,593,0.011170339,1.011170339,18.668,M,M,M,3.39,M,M,M,M,M,M,M,M,M,M,M
7/1/1959,53803,53142.82,660,0.012422708,1.012422708,18.711,M,M,M,3.47,M,M,M,M,M,M,M,M,M,M,M
8/1/1959,53337,53201.03,136,0.002555755,1.002555755,18.741,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
9/1/1959,53428,53259.43,169,0.003165151,1.003165151,18.79,M,M,M,3.76,M,M,M,M,M,M,M,M,M,M,M
10/1/1959,53359,53317.79,41,0.000772866,1.000772866,18.822,M,M,M,3.98,M,M,M,M,M,M,M,M,M,M,M
11/1/1959,53635,53375.93,259,0.004853706,1.004853706,18.857,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M
12/1/1959,54175,53433.64,741,0.013874483,1.013874483,18.886,M,M,M,3.99,M,M,M,M,M,M,M,M,M,M,M
1/1/1960,54274,53490.73,783,0.014643056,1.014643056,18.892,2.025166064,M,M,3.99,M,M,M,M,M,M,M,M,M,M,M
2/1/1960,54513,53547.09,966,0.018038552,1.018038552,18.926,2.142587296,M,M,3.97,M,M,M,M,M,M,M,M,M,M,M
3/1/1960,54458,53602.63,855,0.01595765,1.01595765,18.928,2.048738409,M,M,3.84,M,M,M,M,M,M,M,M,M,M,M
4/1/1960,54812,53657.34,1155,0.02151907,1.02151907,18.963,1.989996235,M,M,3.92,M,M,M,M,M,M,M,M,M,M,M
5/1/1960,54472,53711.29,761,0.014163009,1.014163009,18.994,2.035992479,M,M,3.85,M,M,M,M,M,M,M,M,M,M,M
6/1/1960,54347,53764.59,582,0.010832641,1.010832641,19.007,1.815941718,M,M,3.32,M,M,M,M,M,M,M,M,M,M,M
7/1/1960,54303,53817.43,486,0.009022527,1.009022527,19.041,1.76366843,M,M,3.23,M,M,M,M,M,M,M,M,M,M,M
8/1/1960,54272,53870.04,402,0.007461646,1.007461646,19.069,1.750173417,M,M,2.98,M,M,M,M,M,M,M,M,M,M,M
9/1/1960,54228,53922.68,305,0.005662255,1.005662255,19.084,1.564662054,M,M,2.6,M,M,M,M,M,M,M,M,M,M,M
10/1/1960,54144,53975.62,168,0.003119508,1.003119508,19.096,1.455743279,M,M,2.47,M,M,M,M,M,M,M,M,M,M,M
11/1/1960,53962,54029.19,-67,-0.001243547,0.998756453,19.147,1.537890439,M,M,2.44,M,M,M,M,M,M,M,M,M,M,M
12/1/1960,53743,54083.69,-341,-0.006299327,0.993700673,19.142,1.35550143,M,M,1.98,M,M,M,M,M,M,M,M,M,M,M
1/1/1961,53683,54139.45,-456,-0.008430933,0.991569067,19.145,1.339191192,M,M,1.45,M,M,M,M,M,M,M,M,M,M,M
2/1/1961,53556,54196.74,-641,-0.011822559,0.988177441,19.165,1.262813061,M,M,2.54,M,M,M,M,M,M,M,M,M,M,M
3/1/1961,53662,54255.84,-594,-0.010945261,0.989054739,19.171,1.283812342,M,M,2.02,M,M,M,M,M,M,M,M,M,M,M
4/1/1961,53626,54316.96,-691,-0.012720909,0.987279091,19.197,1.233981965,M,M,1.49,M,M,M,M,M,M,M,M,M,M,M
5/1/1961,53783,54380.27,-597,-0.01098317,0.98901683,19.223,1.205643888,M,M,1.98,M,M,M,M,M,M,M,M,M,M,M
6/1/1961,53977,54445.89,-469,-0.008612029,0.991387972,19.252,1.28899879,M,M,1.73,M,M,M,M,M,M,M,M,M,M,M
7/1/1961,54124,54513.91,-390,-0.007152495,0.992847505,19.282,1.265689827,M,M,1.17,M,M,M,M,M,M,M,M,M,M,M
8/1/1961,54299,54584.38,-285,-0.005228269,0.994771732,19.302,1.221878441,M,M,2,M,M,M,M,M,M,M,M,M,M,M
9/1/1961,54387,54657.33,-270,-0.004945865,0.995054136,19.341,1.346677845,M,M,1.88,M,M,M,M,M,M,M,M,M,M,M
10/1/1961,54521,54732.75,-212,-0.003868848,0.996131152,19.348,1.319648094,M,M,2.26,M,M,M,M,M,M,M,M,M,M,M
11/1/1961,54743,54810.64,-68,-0.001234109,0.998765892,19.352,1.070663812,M,M,2.61,M,M,M,M,M,M,M,M,M,M,M
12/1/1961,54871,54890.97,-20,-0.000363766,0.999636234,19.37,1.191098109,M,M,2.33,M,M,M,M,M,M,M,M,M,M,M
1/1/1962,54891,54973.69,-83,-0.001504254,0.998495746,19.394,1.300600679,M,M,2.15,M,M,M,M,M,M,M,M,M,M,M
2/1/1962,55187,55058.79,128,0.002328637,1.002328637,19.426,1.361857553,M,M,2.37,M,M,M,M,M,M,M,M,M,M,M
3/1/1962,55276,55146.21,130,0.002353609,1.002353609,19.471,1.564863596,M,M,2.85,M,M,M,M,M,M,M,M,M,M,M
4/1/1962,55601,55235.92,365,0.006609457,1.006609457,19.474,1.442933792,M,M,2.78,M,M,M,M,M,M,M,M,M,M,M
5/1/1962,55626,55327.9,298,0.005387798,1.005387798,19.501,1.446184258,M,M,2.36,M,M,M,M,M,M,M,M,M,M,M
6/1/1962,55644,55422.16,222,0.004002705,1.004002705,19.537,1.480365676,M,M,2.68,M,M,M,M,M,M,M,M,M,M,M
7/1/1962,55746,55518.71,227,0.00409385,1.00409385,19.553,1.405455866,M,M,2.71,M,M,M,M,M,M,M,M,M,M,M
8/1/1962,55838,55617.6,220,0.003962727,1.003962727,19.554,1.30556419,M,M,2.93,M,M,M,M,M,M,M,M,M,M,M
9/1/1962,55977,55718.88,258,0.00463255,1.00463255,19.591,1.292590869,M,M,2.9,M,M,M,M,M,M,M,M,M,M,M
10/1/1962,56041,55822.61,218,0.003912126,1.003912126,19.589,1.245606781,M,M,2.9,M,M,M,M,M,M,M,M,M,M,M
11/1/1962,56055,55928.9,126,0.002254715,1.002254715,19.603,1.297023564,M,M,2.94,M,M,M,M,M,M,M,M,M,M,M
12/1/1962,56027,56037.83,-11,-0.000193197,0.999806803,19.609,1.233866804,M,M,2.93,M,M,M,M,M,M,M,M,M,M,M
1/1/1963,56116,56149.52,-34,-0.000596914,0.999403086,19.648,1.309683407,M,M,2.92,M,M,M,M,M,M,M,M,M,M,M
2/1/1963,56231,56264.08,-33,-0.000587894,0.999412106,19.668,1.245753114,M,M,3,M,M,M,M,M,M,M,M,M,M,M
3/1/1963,56322,56381.62,-60,-0.001057388,0.998942613,19.678,1.063119511,M,M,2.98,M,M,M,M,M,M,M,M,M,M,M
4/1/1963,56580,56502.24,78,0.001376189,1.001376189,19.701,1.165656773,M,M,2.9,M,M,M,M,M,M,M,M,M,M,M
5/1/1963,56616,56626.05,-10,-0.000177556,0.999822445,19.735,1.199938465,M,M,3,M,M,M,M,M,M,M,M,M,M,M
6/1/1963,56658,56753.16,-95,-0.001676745,0.998323255,19.768,1.18237191,M,M,2.99,M,M,M,M,M,M,M,M,M,M,M
7/1/1963,56795,56883.67,-89,-0.001558757,0.998441243,19.786,1.191632998,M,M,3.02,M,M,M,M,M,M,M,M,M,M,M
8/1/1963,56910,57017.68,-108,-0.001888466,0.998111534,19.803,1.273396748,M,M,3.49,M,M,M,M,M,M,M,M,M,M,M
9/1/1963,57078,57155.28,-77,-0.001352084,0.998647916,19.839,1.265887397,M,M,3.48,M,M,M,M,M,M,M,M,M,M,M
10/1/1963,57284,57296.56,-13,-0.000219257,0.999780743,19.883,1.50084231,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
11/1/1963,57255,57441.61,-187,-0.003248667,0.996751334,19.902,1.525276743,M,M,3.48,M,M,M,M,M,M,M,M,M,M,M
12/1/1963,57360,57590.5,-230,-0.004002341,0.99599766,19.931,1.642103116,M,M,3.38,M,M,M,M,M,M,M,M,M,M,M
1/1/1964,57487,57743.29,-256,-0.004438511,0.995561489,19.959,1.582858306,M,M,3.48,M,M,M,M,M,M,M,M,M,M,M
2/1/1964,57752,57900.05,-148,-0.002557031,0.997442969,19.998,1.677852349,M,M,3.48,M,M,M,M,M,M,M,M,M,M,M
3/1/1964,57898,58060.8,-163,-0.002804027,0.997195973,20.018,1.727817868,M,M,3.43,M,M,M,M,M,M,M,M,M,M,M
4/1/1964,57923,58225.57,-303,-0.005196562,0.994803438,20.037,1.705497183,M,M,3.47,M,M,M,M,M,M,M,M,M,M,M
5/1/1964,58089,58394.37,-305,-0.005229446,0.994770555,20.055,1.621484672,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
6/1/1964,58221,58567.19,-346,-0.005910938,0.994089062,20.07,1.52772157,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
7/1/1964,58412,58743.99,-332,-0.005651519,0.994348481,20.091,1.541493986,M,M,3.42,M,M,M,M,M,M,M,M,M,M,M
8/1/1964,58620,58924.73,-305,-0.005171565,0.994828435,20.118,1.590668081,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
9/1/1964,58903,59109.33,-206,-0.003490656,0.996509344,20.128,1.45672665,M,M,3.45,M,M,M,M,M,M,M,M,M,M,M
10/1/1964,58794,59297.69,-504,-0.008494189,0.991505811,20.136,1.272443796,M,M,3.36,M,M,M,M,M,M,M,M,M,M,M
11/1/1964,59217,59489.69,-273,-0.004583759,0.995416241,20.166,1.326499849,M,M,3.52,M,M,M,M,M,M,M,M,M,M,M
12/1/1964,59420,59685.18,-265,-0.004443049,0.995556951,20.194,1.319552456,M,M,3.85,M,M,M,M,M,M,M,M,M,M,M
1/1/1965,59583,59884.01,-301,-0.005026587,0.994973413,20.221,1.312691017,M,M,3.9,M,M,M,M,M,M,M,M,M,M,M
2/1/1965,59800,60085.99,-286,-0.004759596,0.995240404,20.245,1.235123512,M,M,3.98,M,M,M,M,M,M,M,M,M,M,M
3/1/1965,60003,60290.9,-288,-0.004775123,0.995224877,20.256,1.188929963,M,M,4.04,M,M,M,M,M,M,M,M,M,M,M
4/1/1965,60258,60498.52,-241,-0.003975639,0.996024361,20.28,1.212756401,M,M,4.09,M,M,M,M,M,M,M,M,M,M,M
5/1/1965,60492,60708.61,-217,-0.003568035,0.996431965,20.317,1.30640738,M,M,4.1,M,M,M,M,M,M,M,M,M,M,M
6/1/1965,60690,60920.9,-231,-0.003790227,0.996209773,20.311,1.20079721,M,M,4.04,M,M,M,M,M,M,M,M,M,M,M
7/1/1965,60963,61135.12,-172,-0.002815457,0.997184543,20.332,1.199542084,M,M,4.09,M,M,M,M,M,M,M,M,M,M,M
8/1/1965,61228,61350.97,-123,-0.002004438,0.997995562,20.37,1.252609603,M,M,4.12,M,M,M,M,M,M,M,M,M,M,M
9/1/1965,61490,61568.15,-78,-0.001269342,0.998730658,20.394,1.32154213,M,M,4.01,M,M,M,M,M,M,M,M,M,M,M
10/1/1965,61718,61786.34,-68,-0.001106057,0.998893943,20.387,1.246523639,M,M,4.08,M,M,M,M,M,M,M,M,M,M,M
11/1/1965,61997,62005.22,-8,-0.000132555,0.999867445,20.425,1.284339978,M,M,4.1,M,M,M,M,M,M,M,M,M,M,M
12/1/1965,62321,62224.47,97,0.001551384,1.001551384,20.487,1.450926018,M,M,4.32,M,M,M,M,M,M,M,M,M,M,M
1/1/1966,62528,62443.75,84,0.001349138,1.001349138,20.494,1.350081598,M,M,4.42,M,M,M,M,M,M,M,M,M,M,M
2/1/1966,62796,62662.77,133,0.002126191,1.002126191,20.545,1.48184737,M,M,4.6,M,M,M,M,M,M,M,M,M,M,M
3/1/1966,63191,62881.19,310,0.004926909,1.004926909,20.572,1.560031596,M,M,4.65,M,M,M,M,M,M,M,M,M,M,M
4/1/1966,63436,63098.72,337,0.005345263,1.005345263,20.645,1.799802761,M,M,4.67,M,M,M,M,M,M,M,M,M,M,M
5/1/1966,63711,63315.08,396,0.006253217,1.006253217,20.701,1.890042821,M,M,4.9,M,M,M,M,M,M,M,M,M,M,M
6/1/1966,64110,63530,580,0.009129533,1.009129533,20.768,2.250012309,M,M,5.17,M,M,M,M,M,M,M,M,M,M,M
7/1/1966,64301,63743.26,558,0.008749774,1.008749774,20.83,2.44934094,M,M,5.3,M,M,M,M,M,M,M,M,M,M,M
8/1/1966,64507,63954.67,552,0.008636325,1.008636325,20.869,2.449680903,M,M,5.53,M,M,M,M,M,M,M,M,M,M,M
9/1/1966,64645,64164.07,481,0.007495372,1.007495372,20.933,2.642934196,M,M,5.4,M,M,M,M,M,M,M,M,M,M,M
10/1/1966,64854,64371.35,483,0.007497955,1.007497955,21.003,3.02153333,M,M,5.53,M,M,M,M,M,M,M,M,M,M,M
11/1/1966,65019,64576.43,443,0.006853479,1.006853479,21.056,3.089351285,M,M,5.76,M,M,M,M,M,M,M,M,M,M,M
12/1/1966,65199,64779.26,420,0.006479532,1.006479532,21.12,3.089764241,M,M,5.4,M,M,M,M,M,M,M,M,M,M,M
1/1/1967,65407,64979.83,427,0.006573851,1.006573851,21.14,3.15214209,M,M,4.94,M,M,M,M,M,M,M,M,M,M,M
2/1/1967,65427,65178.15,249,0.003817923,1.003817923,21.178,3.081041616,M,M,5,M,M,M,M,M,M,M,M,M,M,M
3/1/1967,65530,65374.27,156,0.002382111,1.002382111,21.21,3.101302742,M,M,4.53,M,M,M,M,M,M,M,M,M,M,M
4/1/1967,65467,65568.24,-101,-0.001544066,0.998455934,21.268,3.017679826,M,M,4.05,M,M,M,M,M,M,M,M,M,M,M
5/1/1967,65618,65760.14,-142,-0.00216145,0.99783855,21.315,2.966040288,M,M,3.94,M,M,M,M,M,M,M,M,M,M,M
6/1/1967,65750,65950.02,-200,-0.003032932,0.996967068,21.369,2.893875193,M,M,3.98,M,M,M,M,M,M,M,M,M,M,M
7/1/1967,65887,66137.95,-251,-0.003794339,0.996205661,21.441,2.933269323,M,M,3.79,M,M,M,M,M,M,M,M,M,M,M
8/1/1967,66142,66323.96,-182,-0.00274352,0.997256481,21.507,3.057166132,M,M,3.9,M,M,M,M,M,M,M,M,M,M,M
9/1/1967,66163,66508.08,-345,-0.005188522,0.994811478,21.582,3.10036784,M,M,3.99,M,M,M,M,M,M,M,M,M,M,M
10/1/1967,66225,66690.31,-465,-0.006977213,0.993022787,21.662,3.137647003,M,M,3.88,M,M,M,M,M,M,M,M,M,M,M
11/1/1967,66703,66870.65,-168,-0.002507065,0.997492935,21.731,3.205737082,M,M,4.13,M,M,M,M,M,M,M,M,M,M,M
12/1/1967,66900,67049.04,-149,-0.002222882,0.997777118,21.783,3.139204546,M,M,4.51,M,M,M,M,M,M,M,M,M,M,M
1/1/1968,66805,67225.43,-420,-0.006254089,0.993745911,21.879,3.495742668,M,M,4.6,M,M,M,M,M,M,M,M,M,M,M
2/1/1968,67214,67399.76,-186,-0.002756037,0.997243963,21.972,3.749173671,M,M,4.71,M,M,M,M,M,M,M,M,M,M,M
3/1/1968,67296,67571.91,-276,-0.004083233,0.995916767,22.059,4.002828854,M,M,5.05,M,M,M,M,M,M,M,M,M,M,M
4/1/1968,67555,67741.79,-187,-0.002757392,0.997242608,22.14,4.100056423,M,M,5.76,M,M,M,M,M,M,M,M,M,M,M
5/1/1968,67652,67909.26,-257,-0.003788338,0.996211662,22.224,4.264602393,M,M,6.11,M,M,M,M,M,M,M,M,M,M,M
6/1/1968,67904,68074.19,-170,-0.002500026,0.997499974,22.31,4.403575273,M,M,6.07,M,M,M,M,M,M,M,M,M,M,M
7/1/1968,68126,68236.4,-110,-0.001617941,0.998382059,22.385,4.402779721,M,M,6.02,M,M,M,M,M,M,M,M,M,M,M
8/1/1968,68328,68395.74,-68,-0.000990367,0.999009633,22.472,4.486911238,M,M,6.03,M,M,M,M,M,M,M,M,M,M,M
9/1/1968,68487,68552.01,-65,-0.000948343,0.999051657,22.563,4.545454546,M,M,5.78,M,M,M,M,M,M,M,M,M,M,M
10/1/1968,68720,68705.04,15,0.000217744,1.000217744,22.655,4.58406426,M,M,5.91,M,M,M,M,M,M,M,M,M,M,M
11/1/1968,68985,68854.64,130,0.001893333,1.001893333,22.741,4.647738254,M,M,5.82,M,M,M,M,M,M,M,M,M,M,M
12/1/1968,69245,69000.61,244,0.003541869,1.003541869,22.811,4.7192765,M,M,6.02,M,M,M,M,M,M,M,M,M,M,M
1/1/1969,69438,69142.78,295,0.004269685,1.004269685,22.899,4.662004662,M,M,6.3,M,M,M,M,M,M,M,M,M,M,M
2/1/1969,69698,69280.99,417,0.006019067,1.006019067,22.979,4.583105771,M,M,6.61,M,M,M,M,M,M,M,M,M,M,M
3/1/1969,69906,69415.1,491,0.007071943,1.007071943,23.087,4.660229385,M,M,6.79,M,M,M,M,M,M,M,M,M,M,M
4/1/1969,70072,69544.99,527,0.007577948,1.007577948,23.176,4.67931346,M,M,7.41,M,M,M,M,M,M,M,M,M,M,M
5/1/1969,70328,69670.59,657,0.009435995,1.009435995,23.27,4.70662347,M,M,8.67,M,M,M,M,M,M,M,M,M,M,M
6/1/1969,70636,69791.85,844,0.012095256,1.012095256,23.35,4.661586732,M,M,8.9,M,M,M,M,M,M,M,M,M,M,M
7/1/1969,70730,69908.78,821,0.011747041,1.011747041,23.459,4.797855707,M,M,8.61,M,M,M,M,M,M,M,M,M,M,M
8/1/1969,71005,70021.44,984,0.01404658,1.01404658,23.526,4.690281239,M,M,9.19,M,M,M,M,M,M,M,M,M,M,M
9/1/1969,70918,70129.95,788,0.011237026,1.011237026,23.621,4.689092763,M,M,9.15,M,M,M,M,M,M,M,M,M,M,M
10/1/1969,71119,70234.5,885,0.012593587,1.012593587,23.722,4.709777091,M,M,9,M,M,M,M,M,M,M,M,M,M,M
11/1/1969,71088,70335.32434,752.675662,0.010701,1.010701,23.814,4.71835,M,M,8.85,M,M,M,M,M,M,M,M,M,M,M
12/1/1969,71240,70432.73767,807.262327,0.011461,1.011461,23.902,4.78278,M,M,8.97,M,M,M,M,M,M,M,M,M,M,M
1/1/1970,71176,70527.09214,648.907864,0.009201,1.009201,23.981,4.725097,M,M,8.98,M,M,M,M,M,M,M,M,M,M,M
2/1/1970,71302,70618.80012,683.19988,0.009674,1.009674,24.073,4.760869,M,M,8.98,M,M,M,M,M,M,M,M,M,M,M
3/1/1970,71453,70708.31908,744.680916,0.010532,1.010532,24.163,4.660632,M,M,7.76,M,M,M,M,M,M,M,M,M,M,M
4/1/1970,71348,70796.15393,551.846072,0.007795,1.007795,24.258,4.668623,M,M,8.1,M,M,M,M,M,M,M,M,M,M,M
5/1/1970,71122,70882.86127,239.138732,0.003374,1.003374,24.343,4.611087,M,M,7.94,M,M,M,M,M,M,M,M,M,M,M
6/1/1970,71028,70969.03604,58.963957,0.000831,1.000831,24.431,4.62955,M,M,7.6,M,M,M,M,M,M,M,M,M,M,M
7/1/1970,71055,71055.2898,-0.289797,-0.000004,0.999996,24.524,4.539835,M,M,7.21,M,M,M,M,M,M,M,M,M,M,M
8/1/1970,70932,71142.23817,-210.238172,-0.002955,0.997045,24.609,4.603417,M,M,6.61,M,M,M,M,M,M,M,M,M,M,M
9/1/1970,70949,71230.49679,-281.496786,-0.003952,0.996048,24.712,4.618771,M,M,6.29,M,M,M,M,M,M,M,M,M,M,M
10/1/1970,70519,71320.66666,-801.66666,-0.01124,0.98876,24.834,4.687632,M,M,6.2,M,M,M,M,M,M,M,M,M,M,M
11/1/1970,70409,71413.32926,-1004.329264,-0.014064,0.985936,24.962,4.820694,M,M,5.6,M,M,M,M,M,M,M,M,M,M,M
12/1/1970,70790,71509.0104,-719.0104,-0.010055,0.989945,25.087,4.957744,M,M,4.9,M,M,M,M,M,M,M,M,M,M,M
1/1/1971,70866,71608.16612,-742.166122,-0.010364,0.989636,25.186,5.024811,M,M,4.14,M,M,M,M,M,M,M,M,M,M,M
2/1/1971,70805,71711.20255,-906.202554,-0.012637,0.987363,25.283,5.026378,M,M,3.72,M,M,M,M,M,M,M,M,M,M,M
3/1/1971,70859,71818.47428,-959.474281,-0.01336,0.98664,25.364,4.970409,M,M,3.71,M,M,M,M,M,M,M,M,M,M,M
4/1/1971,71037,71930.27296,-893.272957,-0.012419,0.987581,25.458,4.946822,M,M,4.15,M,M,M,M,M,M,M,M,M,M,M
5/1/1971,71247,72046.8236,-799.823604,-0.011101,0.988899,25.569,5.036355,M,M,4.63,M,M,M,M,M,M,M,M,M,M,M
6/1/1971,71253,72168.28922,-915.289215,-0.012683,0.987317,25.67,5.071426,M,M,4.91,M,M,M,M,M,M,M,M,M,M,M
7/1/1971,71316,72294.77724,-978.777236,-0.013539,0.986461,25.768,5.072582,M,M,5.31,M,M,M,M,M,M,M,M,M,M,M
8/1/1971,71368,72426.33155,-1058.331554,-0.014613,0.985387,25.805,4.860011,M,M,5.56,M,M,M,M,M,M,M,M,M,M,M
9/1/1971,71620,72562.92808,-942.928083,-0.012995,0.987005,25.848,4.596957,M,M,5.55,M,M,M,M,M,M,M,M,M,M,M
10/1/1971,71642,72704.46924,-1062.469243,-0.014614,0.985386,25.889,4.248208,M,M,5.2,M,M,M,M,M,M,M,M,M,M,M
11/1/1971,71844,72850.79197,-1006.791973,-0.01382,0.98618,25.947,3.945998,M,M,4.91,M,M,M,M,M,M,M,M,M,M,M
12/1/1971,72108,73001.65943,-893.65943,-0.012242,0.987758,26.029,3.754933,M,M,4.14,M,M,M,M,M,M,M,M,M,M,M
1/1/1972,72445,73156.76485,-711.764852,-0.009729,0.990271,26.14,3.787819,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M
2/1/1972,72652,73315.73942,-663.739421,-0.009053,0.990947,26.211,3.670451,M,M,3.29,M,M,M,M,M,M,M,M,M,M,M
3/1/1972,72945,73478.16489,-533.164889,-0.007256,0.992744,26.263,3.544394,M,M,3.83,M,M,M,M,M,M,M,M,M,M,M
4/1/1972,73163,73643.57692,-480.576915,-0.006526,0.993474,26.324,3.401681,M,M,4.17,M,M,M,M,M,M,M,M,M,M,M
5/1/1972,73467,73811.47413,-344.474133,-0.004667,0.995333,26.386,3.195276,M,M,4.27,M,M,M,M,M,M,M,M,M,M,M
6/1/1972,73760,73981.3218,-221.321803,-0.002992,0.997008,26.439,2.995715,M,M,4.46,M,M,M,M,M,M,M,M,M,M,M
7/1/1972,73709,74152.56126,-443.561264,-0.005982,0.994018,26.515,2.898944,M,M,4.55,M,M,M,M,M,M,M,M,M,M,M
8/1/1972,74137,74324.61849,-187.618486,-0.002524,0.997476,26.571,2.968417,M,M,4.8,M,M,M,M,M,M,M,M,M,M,M
